0|iata_code|1|city_rus|2|city_eng
WEX|WEX|Уэксфорд|Уэксфорд|Wexford|Wexford
WFB|WFB|||Ketchikan|Ketchikan
WFD|WFD|Вудфорд|Вудфорд|Woodford|Woodford
WFI|WFI|Фианаранцоа|Фианаранцоа|Fianarantsoa|Fianarantsoa
WFK|WFK|||Frenchville|Frenchville
WGA|WGA|Вагга-Вагга|Вагга-Вагга|Wagga Wagga|Wagga Wagga
WGB|WGB|Бахавалнагар|Бахавалнагар|Bahawalnagar|Bahawalnagar
WGC|WGC|||Warangal|Warangal
WGE|WGE|||Walgett|Walgett
WGF|WGF|||Manama|Manama
WGN|WGN|Вайтанги|Вайтанги|Waitangi|Waitangi
WGO|WGO|||Winchester|Winchester
WGP|WGP|Ваингапу|Ваингапу|Waingapu|Waingapu
WGT|WGT|||Wangaratta|Wangaratta
WGU|WGU|||Wagau|Wagau
WGY|WGY|Вагни|Вагни|Wagny|Wagny
WGZ|WGZ|||Manly|Manly
WHD|WHD|||Hyder|Hyder
WHF|WHF|Вади-Халфа|Вади-Халфа|Wadi Halfa|Wadi Halfa
WHH|WHH|||Boulder|Boulder
WHK|WHK|Вакатане|Вакатане|Whakatane|Whakatane
WHL|WHL|||Welshpool|Welshpool
WHO|WHO|Франц-Джозеф|Франц-Джозеф|Franz Josef|Franz Josef
WHP|WHP|Лос Анджелес|Лос Анджелес|Los Angeles|Los Angeles
WHS|WHS|Волсей|Волсей|Whalsay|Whalsay
WHT|WHT|||Wharton|Wharton
WHU|WHU|Вуху|Вуху|Wuhu|Wuhu
WIC|WIC|Вик|Вик|Wick|Wick
WID|WID|Вильденрат|Вильденрат|Wildenrath|Wildenrath
WIE|WIE|Висбаден|Висбаден|Wiesbaden|Wiesbaden
WIK|WIK|Сурфдейл|Сурфдейл|Surfdale|Surfdale
WIL|WIL|Найроби|Найроби|Nairobi|Nairobi
WIN|WIN|||Winton|Winton
WIO|WIO|||Wilcannia|Wilcannia
WIR|WIR|||Wairoa|Wairoa
WIT|WIT|||Wittenoom|Wittenoom
WIU|WIU|Виту|Виту|Witu|Witu
WJA|WJA|Воджа|Воджа|Woja|Woja
WJF|WJF|||Lancaster|Lancaster
WJR|WJR|Ваджир|Ваджир|Wajir|Wajir
WJU|WJU|||WonJu|WonJu
WKA|WKA|Ванака|Ванака|Wanaka|Wanaka
WKB|WKB|||Warracknabeal|Warracknabeal
WKF|WKF|||Waterkloof|Waterkloof
WKI|WKI|||Hwange|Hwange
WKJ|WKJ|||Wakkanai|Wakkanai
WKK|WKK|||Aleknagik|Aleknagik
WKL|WKL|||Waikoloa|Waikoloa
WKN|WKN|Вакунай|Вакунай|Wakunai|Wakunai
WLA|WLA|Валлал|Валлал|Wallal|Wallal
WLB|WLB|||Labouchere Bay|Labouchere Bay
WLC|WLC|Валха|Валха|Walcha|Walcha
WLD|WLD|||Winfield|Winfield
WLG|WLG|Уеллингтон|Уеллингтон|Wellington|Wellington
WLH|WLH|Валаха|Валаха|Walaha|Walaha
WLK|WLK|||Selawik|Selawik
WLL|WLL|Воллогорэнг|Воллогорэнг|Wollogorang|Wollogorang
WLM|WLM|||Waltham|Waltham
WLN|WLN|||Little Naukati|Little Naukati
WLO|WLO|Ватерло|Ватерло|Waterloo|Waterloo
WLR|WLR|||Loring|Loring
WLS|WLS|||Wallis Island|Wallis Island
WLW|WLW|||Willows|Willows
WMA|WMA|Мандритсара|Мандритсара|Mandritsara|Mandritsara
WMB|WMB|Варранамбул|Варранамбул|Warrnambool|Warrnambool
WMC|WMC|||Winnemucca|Winnemucca
WMD|WMD|Мандабе|Мандабе|Mandabe|Mandabe
WME|WME|||Mount Keith|Mount Keith
WMH|WMH|||Mountain Home|Mountain Home
WMK|WMK|||Meyers Chuck|Meyers Chuck
WML|WML|Малаимбанди|Малаимбанди|Malaimbandy|Malaimbandy
WMN|WMN|Мароантсера|Мароантсера|Maroantsetra|Maroantsetra
WMO|WMO|||White Mountain|White Mountain
WMP|WMP|Мампикони|Мампикони|Mampikony|Mampikony
WMR|WMR|Мананара|Мананара|Mananara|Mananara
WMV|WMV|Мадировало|Мадировало|Madirovalo|Madirovalo
WMX|WMX|Вамена|Вамена|Wamena|Wamena
WNA|WNA|||Napakiak|Napakiak
WNC|WNC|||Tuxekan Island|Tuxekan Island
WND|WND|||Windarra|Windarra
WNE|WNE|Вора-На-Йе|Вора-На-Йе|Wora Na Ye|Wora Na Ye
WNN|WNN|||Wunnummin Lake|Wunnummin Lake
WNP|WNP|Нага|Нага|Naga|Naga
WNR|WNR|||Windorah|Windorah
WNS|WNS|||Nawabshah|Nawabshah
WNU|WNU|Ванума|Ванума|Wanuma|Wanuma
WNZ|WNZ|Венчжоу|Венчжоу|Wenzhou|Wenzhou
WOA|WOA|Воненара|Воненара|Wonenara|Wonenara
WOB|WOB|||Suttonheath|Suttonheath
WOD|WOD|||Wood River|Wood River
WOE|WOE|Вонсдрехт|Вонсдрехт|Woensdrecht|Woensdrecht
WOG|WOG|||Woodgreen|Woodgreen
WOI|WOI|Вологисси|Вологисси|Wologissi|Wologissi
WOK|WOK|Вонкен|Вонкен|Wonken|Wonken
WOL|WOL|Воллонгонг|Воллонгонг|Wollongong|Wollongong
WON|WON|Вондула|Вондула|Wondoola|Wondoola
WOO|WOO|||Woodchopper|Woodchopper
WOR|WOR|||Ankorefo|Ankorefo
WOT|WOT|Вонань|Вонань|Wonan|Wonan
WOW|WOW|||Willow|Willow
WPA|WPA|Пуэрто-Айсен|Пуэрто-Айсен|Puerto Aisen|Puerto Aisen
WPB|WPB|Порт-Бердж|Порт-Бердж|Port Berge|Port Berge
WPC|WPC|||Pincher Creek|Pincher Creek
WPK|WPK|||Wrotham Park|Wrotham Park
WPL|WPL|||Powell Lake|Powell Lake
WPM|WPM|Випим|Випим|Wipim|Wipim
WPO|WPO|||Paonia|Paonia
WPR|WPR|Порвенир|Порвенир|Porvenir|Porvenir
WPU|WPU|Пуэрто-Вильямс|Пуэрто-Вильямс|Puerto Williams|Puerto Williams
WRA|WRA|Уордер|Уордер|Warder|Warder
WRB|WRB|Макон|Макон|Macon|Macon
WRE|WRE|Вангарей|Вангарей|Whangarei|Whangarei
WRG|WRG|||Wrangell|Wrangell
WRH|WRH|||Wrench Creek|Wrench Creek
WRI|WRI|||Wrightstown, New Jersey|Wrightstown, New Jersey
WRL|WRL|||Worland, WY|Worland, WY
WRO|WRO|Вроцлав|Вроцлав|Wroclaw|Wroclaw
WRW|WRW|||Warrawagine|Warrawagine
WRY|WRY|Вестрей|Вестрей|Westray|Westray
WRZ|WRZ|||Wirawila|Wirawila
WSA|WSA|Васуа|Васуа|Wasua|Wasua
WSB|WSB|||Steamboat Bay|Steamboat Bay
WSD|WSD|||White Sands|White Sands
WSF|WSF|||Sarichef|Sarichef
WSG|WSG|||Washington|Washington
WSH|WSH|||Shirley|Shirley
WSJ|WSJ|Сан Хуан|Сан Хуан|San Juan|San Juan
WSM|WSM|||Wiseman|Wiseman
WSN|WSN|||South Naknek|South Naknek
WSO|WSO|Вашабо|Вашабо|Washabo|Washabo
WSP|WSP|||Waspam|Waspam
WSR|WSR|Васиор|Васиор|Wasior|Wasior
WST|WST|||Westerly|Westerly
WSU|WSU|Васу|Васу|Wasu|Wasu
WSX|WSX|||Westsound|Westsound
WSY|WSY|Эйрли Бич|Эйрли Бич|Airlie Beach|Airlie Beach
WSZ|WSZ|Вестпорт|Вестпорт|Westport|Westport
WTA|WTA|Тамбохорано|Тамбохорано|Tambohorano|Tambohorano
WTC|WTC|Нью-Йорк|Нью-Йорк|New York|New York
WTD|WTD|Вест-Энд|Вест-Энд|West End|West End
WTE|WTE|||Wotje Island|Wotje Island
WTK|WTK|||Noatak|Noatak
WTL|WTL|||Tuntutuliak|Tuntutuliak
WTN|WTN|||Waddington|Waddington
WTO|WTO|||Wotho Island|Wotho Island
WTP|WTP|Войтапе|Войтапе|Woitape|Woitape
WTR|WTR|||White River|White River
WTS|WTS|Тсироаномандиди|Тсироаномандиди|Tsiroanomandidy|Tsiroanomandidy
WTT|WTT|Вантоат|Вантоат|Wantoat|Wantoat
WTZ|WTZ|||Whitianga|Whitianga
WUA|WUA|||Wu Hai|Wu Hai
WUD|WUD|||Wudinna|Wudinna
WUG|WUG|Вау|Вау|Wau|Wau
WUH|WUH|Вухан|Вухан|Wuhan|Wuhan
WUK|WUK|||Hammersmith|Hammersmith
WUM|WUM|||Wasum|Wasum
WUN|WUN|||Wiluna|Wiluna
WUS|WUS|Вуйшань|Вуйшань|Wuyishan|Wuyishan
WUU|WUU|Вау|Вау|Wau|Wau
WUV|WUV|||Wuvulu Is|Wuvulu Is
WUX|WUX|Вуси|Вуси|Wuxi|Wuxi
WUZ|WUZ|Вучжоу|Вучжоу|Wuzhou|Wuzhou
WVB|WVB|Волвис-Бей|Волвис-Бей|Walvis Bay|Walvis Bay
WVI|WVI|||Watsonville|Watsonville
WVK|WVK|Манакара|Манакара|Manakara|Manakara
WVL|WVL|Уотервилл|Уотервилл|Waterville|Waterville
WVN|WVN|||Wilhelmshaven|Wilhelmshaven
WWA|WWA|||Wasilla|Wasilla
WWD|WWD|||Wildwood|Wildwood
WWG|WWG|||Al Koude|Al Koude
WWI|WWI|||Woodie Woodie|Woodie Woodie
WWK|WWK|Вевак|Вевак|Wewak|Wewak
WWP|WWP|||Whale Pass|Whale Pass
WWR|WWR|||Woodward|Woodward
WWS|WWS|||Wildwood|Wildwood
WWT|WWT|||Newtok|Newtok
WWY|WWY|||West Wyalong|West Wyalong
WXF|WXF|||Braintree|Braintree
WXN|WXN|||Wanxian|Wanxian
WYA|WYA|Вайалла|Вайалла|Whyalla|Whyalla
WYB|WYB|||Yes Bay|Yes Bay
WYE|WYE|Енгема|Енгема|Yengema|Yengema
WYN|WYN|||Wyndham|Wyndham
WYS|WYS|Уест Йеллоустоун|Уест Йеллоустоун|West Yellowstone|West Yellowstone
WZY|WZY|||Nassau|Nassau
XAL|XAL|Аламос|Аламос|Alamos|Alamos
XAP|XAP|||Chapeco|Chapeco
XAR|XAR|Арибинда|Арибинда|Aribinda|Aribinda
XAU|XAU|Саул|Саул|Saul|Saul
XAY|XAY|Ксейабери|Ксейабери|Xayabury|Xayabury
XBB|XBB|||Blubber Bay|Blubber Bay
XBE|XBE|||Bearskin Lake|Bearskin Lake
XBG|XBG|Боганд|Боганд|Bogande|Bogande
XBJ|XBJ|Бирджанд|Бирджанд|Birjand|Birjand
XBL|XBL|Буно-Беделле|Буно-Беделле|Buno Bedelle|Buno Bedelle
XBN|XBN|Бинигуни|Бинигуни|Biniguni|Biniguni
XBO|XBO|Булса|Булса|Boulsa|Boulsa
XBR|XBR|||Brockville|Brockville
XBW|XBW|||Killineq|Killineq
XCH|XCH|||Christmas Island|Christmas Island
XCL|XCL|||Cluff Lake|Cluff Lake
XCM|XCM|||Chatham|Chatham
XCN|XCN|||Coron|Coron
XCO|XCO|||Colac|Colac
XCR|XCR|||Chalons Sur Marne|Chalons Sur Marne
XDB|XDB|Лилль|Лилль|Lille|Lille
XDE|XDE|Диебугу|Диебугу|Diebougou|Diebougou
XDJ|XDJ|Джибо|Джибо|Djibo|Djibo
XDT|XDT|Париж|Париж|Paris|Paris
XDV|XDV|Принс Джордж|Принс Джордж|Prince George|Prince George
XDW|XDW|Принц Руперт|Принц Руперт|Prince Rupert|Prince Rupert
XDY|XDY|||Sudbury|Sudbury
XEA|XEA|Ванкувер|Ванкувер|Vancouver|Vancouver
XEN|XEN|Хайньчен|Хайньчен|Xingcheng|Xingcheng
XEO|XEO|||Oqatsut|Oqatsut
XEQ|XEQ|||Tasiuasaq|Tasiuasaq
XES|XES|||Lake Geneva|Lake Geneva
XEX|XEX|Париж|Париж|Paris|Paris
XFA|XFA|Лилль|Лилль|Lille|Lille
XFN|XFN|Сянфань|Сянфань|Xiangfan|Xiangfan
XFW|XFW|Гамбург|Гамбург|Hamburg|Hamburg
XFY|XFY|Квебек|Квебек|Quebec|Quebec
XFZ|XFZ|Квебек|Квебек|Quebec|Quebec
XGA|XGA|Гауа|Гауа|Gaoua|Gaoua
XGB|XGB|Париж|Париж|Paris|Paris
XGG|XGG|||Gorom-Gorom|Gorom-Gorom
XGL|XGL|||Granville Lake|Granville Lake
XGN|XGN|Шангонго|Шангонго|Xangongo|Xangongo
XGR|XGR|||Kangiqsualujjuaq|Kangiqsualujjuaq
XHN|XHN|Льеж|Льеж|Liege|Liege
XHX|XHX|Аделаида|Аделаида|Adelaide|Adelaide
XIC|XIC|Хайчэн|Хайчэн|Xichang|Xichang
XIE|XIE|Ксьенглом|Ксьенглом|Xienglom|Xienglom
XIG|XIG|Шингуэра|Шингуэра|Xinguara|Xinguara
XIH|XIH|||Khan Al Baghdadi|Khan Al Baghdadi
XIJ|XIJ|||Ahmed Al Jaber|Ahmed Al Jaber
XIK|XIK|Милан|Милан|Milan|Milan
XIL|XIL|Хайлиньхот|Хайлиньхот|Xilinhot|Xilinhot
XIN|XIN|Хайньнин|Хайньнин|Xingning|Xingning
XIQ|XIQ|||Ilimanaq|Ilimanaq
XIX|XIX|Верона|Верона|Verona|Verona
XIY|XIY|||Xi An|Xi An
XJD|XJD|||Al Udeid|Al Udeid
XJE|XJE|||Vojens|Vojens
XJM|XJM|||Mangla|Mangla
XKA|XKA|Канчари|Канчари|Kantchari|Kantchari
XKC|XKC|Сенднес|Сенднес|Sandnes|Sandnes
XKH|XKH|Ксьенг-Кхуанг|Ксьенг-Кхуанг|Xieng Khouang|Xieng Khouang
XKO|XKO|||Kemano|Kemano
XKS|XKS|||Kasabonika|Kasabonika
XKY|XKY|Кайя|Кайя|Kaya|Kaya
XLB|XLB|||Lac Brochet|Lac Brochet
XLF|XLF|||Leaf Bay|Leaf Bay
XLJ|XLJ|Квебек|Квебек|Quebec|Quebec
XLM|XLM|Монреаль|Монреаль|Montreal|Montreal
XLO|XLO|Лонь-Йен|Лонь-Йен|Long Xuyen|Long Xuyen
XLS|XLS|Сент Луис|Сент Луис|St Louis|St Louis
XLU|XLU|Лео|Лео|Leo|Leo
XLW|XLW|||Lemwerder|Lemwerder
XMA|XMA|||Maramag|Maramag
XMC|XMC|||Mallacoota|Mallacoota
XMD|XMD|||Madison|Madison
XMG|XMG|Махендранагар|Махендранагар|Mahendranagar|Mahendranagar
XMH|XMH|Манихи|Манихи|Manihi|Manihi
XMI|XMI|Масаси|Масаси|Masasi|Masasi
XML|XML|||Minlaton|Minlaton
XMN|XMN|Сямэнь|Сямэнь|Xiamen|Xiamen
XMP|XMP|||Macmillan Pass|Macmillan Pass
XMS|XMS|Макас|Макас|Macas|Macas
XMY|XMY|||Yam Island|Yam Island
XNA|XNA|||Fayetteville, AR|Fayetteville, AR
XNG|XNG|Кванг-Нгаи|Кванг-Нгаи|Quang Ngai|Quang Ngai
XNH|XNH|||Nasiriyah|Nasiriyah
XNN|XNN|Хайнин|Хайнин|Xining|Xining
XNT|XNT|Хайнтай|Хайнтай|Xingtai|Xingtai
XNU|XNU|||Nouna|Nouna
XOZ|XOZ|Доха|Доха|Doha|Doha
XPA|XPA|Пама|Пама|Pama|Pama
XPG|XPG|Париж|Париж|Paris|Paris
XPK|XPK|||Pukatawagan|Pukatawagan
XPL|XPL|Комаягуа|Комаягуа|Comayagua|Comayagua
XPP|XPP|||Poplar River|Poplar River
XPQ|XPQ|Порт Кланг|Порт Кланг|Port Klang|Port Klang
XPR|XPR|||Pine Ridge|Pine Ridge
XPU|XPU|||West Kuparuk|West Kuparuk
XPZ|XPZ|||Saint Tropez|Saint Tropez
XQC|XQC|||Balad|Balad
XQP|XQP|||Pavones|Pavones
XQU|XQU|||Qualicum|Qualicum
XQV|XQV|||Baqubah|Baqubah
XRH|XRH|Ричмонд|Ричмонд|Richmond|Richmond
XRJ|XRJ|Рим|Рим|Rome|Rome
XRR|XRR|||Ross River|Ross River
XRY|XRY|||Jerez De La Frontera|Jerez De La Frontera
XSA|XSA|Синоу|Синоу|Sinoe|Sinoe
XSC|XSC|||South Caicos|South Caicos
XSD|XSD|Тонопа|Тонопа|Tonopah|Tonopah
XSE|XSE|Себба|Себба|Sebba|Sebba
XSI|XSI|||South Indian Lake|South Indian Lake
XSM|XSM|||St Marys|St Marys
XSO|XSO|||Siocon|Siocon
XSP|XSP|Сингапур|Сингапур|Singapore|Singapore
XTA|XTA|Тяньцзинь|Тяньцзинь|Tianjin|Tianjin
XTF|XTF|Тяньцзинь|Тяньцзинь|Tianjin|Tianjin
XTG|XTG|||Thargomindah|Thargomindah
XTL|XTL|||Tadoule Lake|Tadoule Lake
XTM|XTM|||Ramadi|Ramadi
XTO|XTO|Тарум|Тарум|Taroom|Taroom
XTR|XTR|||Tara|Tara
XTT|XTT|Париж|Париж|Paris|Paris
XTV|XTV|||Tikrit|Tikrit
XUZ|XUZ|Хучжоу|Хучжоу|Xuzhou|Xuzhou
XVL|XVL|Винь-Лонь|Винь-Лонь|Vinh Long|Vinh Long
XVQ|XVQ|Венеция|Венеция|Venice|Venice
XVY|XVY|Рим|Рим|Rome|Rome
XWC|XWC|Вена|Вена|Vienna|Vienna
XWK|XWK|Роннеби|Роннеби|Ronneby|Ronneby
XWL|XWL|Готенбург|Готенбург|Gothenburg|Gothenburg
XWP|XWP|||Hassleholm|Hassleholm
XWQ|XWQ|Енкопинг|Енкопинг|Enkoping|Enkoping
XWW|XWW|Вена|Вена|Vienna|Vienna
XWZ|XWZ|Никопинг|Никопинг|Nykoping|Nykoping
XXA|XXA|||Alvesta|Alvesta
XXK|XXK|||Katrineholm|Katrineholm
XXU|XXU|||Hedemora|Hedemora
XYA|XYA|||Yandina|Yandina
XYC|XYC|||Herrljunga|Herrljunga
XYD|XYD|Лион|Лион|Lyon|Lyon
XYE|XYE|Йе|Йе|Ye|Ye
XYI|XYI|||Flen|Flen
XYL|XYL|Лион|Лион|Lyon|Lyon
XYM|XYM|||Falkenberg|Falkenberg
XYN|XYN|||Kristinehamn|Kristinehamn
XYO|XYO|Карлсхамн|Карлсхамн|Karlshamn|Karlshamn
XYP|XYP|||Avesta Krylbo|Avesta Krylbo
XYR|XYR|||Yellow River|Yellow River
XYT|XYT|Тулуз|Тулуз|Toulouse|Toulouse
XYU|XYU|||Solvesborg|Solvesborg
XYV|XYV|Лион|Лион|Lyon|Lyon
XYX|XYX|||Sala|Sala
XZA|XZA|Забре|Забре|Zabre|Zabre
XZE|XZE|||Rail (Generic)|Rail (Generic)
XZF|XZF|Дамман|Дамман|Dammam|Dammam
XZJ|XZJ|||Rail (Generic)|Rail (Generic)
XZQ|XZQ|||Rail (Generic)|Rail (Generic)
XZU|XZU|||Rail (Generic)|Rail (Generic)
XZX|XZX|||Rail (Generic)|Rail (Generic)
YAA|YAA|||Anahim Lake|Anahim Lake
YAB|YAB|||Arctic Bay|Arctic Bay
YAC|YAC|||Cat Lake|Cat Lake
YAD|YAD|||Moose Lake|Moose Lake
YAE|YAE|||Alta Lake|Alta Lake
YAF|YAF|||Asbestos Hill|Asbestos Hill
YAG|YAG|||Fort Frances|Fort Frances
YAH|YAH|||Lagrande 4|Lagrande 4
YAI|YAI|Чиллан|Чиллан|Chillan|Chillan
YAJ|YAJ|||Lyall Harbour|Lyall Harbour
YAK|YAK|||Yakutat|Yakutat
YAL|YAL|||Alert Bay|Alert Bay
YAM|YAM|Со Сен Мари|Со Сен Мари|Sault Ste Marie|Sault Ste Marie
YAN|YAN|Янгамби|Янгамби|Yangambi|Yangambi
YAO|YAO|Яунде|Яунде|Yaounde|Yaounde
YAP|YAP|||Yap, Caroline Islands|Yap, Caroline Islands
YAQ|YAQ|||Maple Bay|Maple Bay
YAR|YAR|||Lagrande 3|Lagrande 3
YAS|YAS|||Yasawa Island|Yasawa Island
YAT|YAT|||Attawapiskat|Attawapiskat
YAU|YAU|||Kattiniq|Kattiniq
YAV|YAV|||Miners Bay|Miners Bay
YAW|YAW|Галифакс|Галифакс|Halifax|Halifax
YAX|YAX|||Angling Lake|Angling Lake
YAY|YAY|||St Anthony|St Anthony
YAZ|YAZ|||Tofino, BC|Tofino, BC
YBA|YBA|Банфф|Банфф|Banff|Banff
YBB|YBB|||Kugaaruk|Kugaaruk
YBC|YBC|||Baie Comeau|Baie Comeau
YBD|YBD|||New Westminster|New Westminster
YBE|YBE|||Uranium City|Uranium City
YBF|YBF|||Bamfield|Bamfield
YBG|YBG|||Bagotville|Bagotville
YBH|YBH|||Bull Harbour|Bull Harbour
YBI|YBI|||Black Tickle|Black Tickle
YBJ|YBJ|||Baie Johan Beetz|Baie Johan Beetz
YBK|YBK|||Baker Lake|Baker Lake
YBL|YBL|Кэмпбелл Ривер|Кэмпбелл Ривер|Campbell River|Campbell River
YBM|YBM|||Bronson Creek|Bronson Creek
YBN|YBN|||Borden|Borden
YBO|YBO|||Bobquinn Lake|Bobquinn Lake
YBP|YBP|Ибин|Ибин|Yibin|Yibin
YBQ|YBQ|||Telegraph Harbour|Telegraph Harbour
YBR|YBR|Брэндон|Брэндон|Brandon|Brandon
YBS|YBS|||Opapamiska Lake|Opapamiska Lake
YBT|YBT|||Brochet|Brochet
YBV|YBV|||Berens River|Berens River
YBW|YBW|Калгари|Калгари|Calgary|Calgary
YBX|YBX|||Blanc Sablon|Blanc Sablon
YBY|YBY|||Bonnyville, AB|Bonnyville, AB
YCA|YCA|||Courtenay|Courtenay
YCB|YCB|||Cambridge Bay|Cambridge Bay
YCC|YCC|||Cornwall|Cornwall
YCD|YCD|Нанаимо|Нанаимо|Nanaimo|Nanaimo
YCE|YCE|||Centralia|Centralia
YCF|YCF|||Cortes Bay|Cortes Bay
YCG|YCG|||Castlegar|Castlegar
YCH|YCH|||Miramichi|Miramichi
YCI|YCI|||Caribou Island|Caribou Island
YCJ|YCJ|||Cape St James|Cape St James
YCK|YCK|||Colville Lake|Colville Lake
YCL|YCL|||Charlo|Charlo
YCM|YCM|||St Catharines|St Catharines
YCN|YCN|Кочране|Кочране|Cochrane|Cochrane
YCO|YCO|||Kugluktuk/Coppermine|Kugluktuk/Coppermine
YCP|YCP|||Co-op Point|Co-op Point
YCQ|YCQ|||Chetwynd|Chetwynd
YCR|YCR|||Cross Lake|Cross Lake
YCS|YCS|||Chesterfield Inlet|Chesterfield Inlet
YCT|YCT|||Coronation|Coronation
YCU|YCU|||Yun Cheng|Yun Cheng
YCV|YCV|||Cartierville|Cartierville
YCW|YCW|Чиллиуок|Чиллиуок|Chilliwack|Chilliwack
YCX|YCX|||Gagetown|Gagetown
YCY|YCY|||Clyde River|Clyde River
YCZ|YCZ|||Fairmont Hot Springs|Fairmont Hot Springs
YDA|YDA|||Dawson City|Dawson City
YDB|YDB|||Burwash Landings|Burwash Landings
YDC|YDC|||Drayton Valley|Drayton Valley
YDE|YDE|||Paradise River|Paradise River
YDF|YDF|||Deer Lake|Deer Lake
YDG|YDG|||Digby|Digby
YDH|YDH|||Daniels Harbour|Daniels Harbour
YDI|YDI|||Davis Inlet|Davis Inlet
YDJ|YDJ|||Hatchet Lake|Hatchet Lake
YDK|YDK|||Main Duck Island|Main Duck Island
YDL|YDL|||Dease Lake|Dease Lake
YDN|YDN|||Dauphin|Dauphin
YDO|YDO|||Dolbeau|Dolbeau
YDP|YDP|||Nain|Nain
YDQ|YDQ|||Dawson Creek|Dawson Creek
YDR|YDR|||Broadview|Broadview
YDS|YDS|||Desolation Sound|Desolation Sound
YDT|YDT|Ванкувер|Ванкувер|Vancouver|Vancouver
YDU|YDU|||Kasba Lake|Kasba Lake
YDV|YDV|||Bloodvein|Bloodvein
YDW|YDW|||Obre Lake|Obre Lake
YDX|YDX|Док-Крик|Док-Крик|Doc Creek|Doc Creek
YEC|YEC|||Yecheon|Yecheon
YED|YED|Едмонтон|Едмонтон|Edmonton|Edmonton
YEG|YEG|||Edmonton, AB|Edmonton, AB
YEH|YEH|||Assaluyeh|Assaluyeh
YEI|YEI|Бурса|Бурса|Bursa|Bursa
YEK|YEK|||Arviat|Arviat
YEL|YEL|||Elliot Lake|Elliot Lake
YEM|YEM|||Manitowaning|Manitowaning
YEN|YEN|||Estevan|Estevan
YEO|YEO|Йовилтон|Йовилтон|Yeovilton|Yeovilton
YEP|YEP|||Estevan Point|Estevan Point
YEQ|YEQ|Енкис|Енкис|Yenkis|Yenkis
YER|YER|||Fort Severn|Fort Severn
YES|YES|||Yasouj|Yasouj
YET|YET|||Edson|Edson
YEU|YEU|||Eureka|Eureka
YEV|YEV|||Inuvik|Inuvik
YEY|YEY|||Amos|Amos
YFA|YFA|||Fort Albany|Fort Albany
YFB|YFB|||Iqaluit|Iqaluit
YFC|YFC|Фредериктон|Фредериктон|Fredericton|Fredericton
YFE|YFE|||Forestville|Forestville
YFG|YFG|||Fontanges|Fontanges
YFH|YFH|||Fort Hope|Fort Hope
YFJ|YFJ|||Snare Lake|Snare Lake
YFL|YFL|||Fort Reliance|Fort Reliance
YFO|YFO|||Flin Flon|Flin Flon
YFR|YFR|||Fort Resolution|Fort Resolution
YFS|YFS|||Fort Simpson|Fort Simpson
YFX|YFX|||Fox Harbour (St Lewis)|Fox Harbour (St Lewis)
YGA|YGA|||Gagnon|Gagnon
YGB|YGB|||Gillies Bay|Gillies Bay
YGC|YGC|||Grande Cache|Grande Cache
YGE|YGE|||Gorge Harbor|Gorge Harbor
YGG|YGG|||Ganges Harbor|Ganges Harbor
YGH|YGH|||Fort Good Hope|Fort Good Hope
YGJ|YGJ|Йонаго|Йонаго|Yonago|Yonago
YGK|YGK|Кингстоун|Кингстоун|Kingston|Kingston
YGL|YGL|||La Grande|La Grande
YGM|YGM|||Gimli|Gimli
YGN|YGN|||Greenway Sound|Greenway Sound
YGO|YGO|||Gods Narrows|Gods Narrows
YGQ|YGQ|||Geraldton|Geraldton
YGR|YGR|||Iles De La Madeleine|Iles De La Madeleine
YGS|YGS|||Germansen|Germansen
YGT|YGT|||Igloolik|Igloolik
YGV|YGV|||Havre St Pierre|Havre St Pierre
YGW|YGW|||Kuujjuarapik|Kuujjuarapik
YGX|YGX|||Gillam|Gillam
YGY|YGY|||Deception|Deception
YGZ|YGZ|||Grise Fiord|Grise Fiord
YHA|YHA|||Port Hope Simpson|Port Hope Simpson
YHB|YHB|||Hudson Bay|Hudson Bay
YHC|YHC|Хакаи-Пасс|Хакаи-Пасс|Hakai Pass|Hakai Pass
YHD|YHD|Драйден|Драйден|Dryden|Dryden
YHE|YHE|||Hope|Hope
YHF|YHF|||Hearst|Hearst
YHG|YHG|||Charlottetown|Charlottetown
YHH|YHH|Кэмпбелл Ривер|Кэмпбелл Ривер|Campbell River|Campbell River
YHI|YHI|||Holman|Holman
YHK|YHK|||Gjoa Haven|Gjoa Haven
YHM|YHM|Гамильтон|Гамильтон|Hamilton|Hamilton
YHN|YHN|||Hornepayne|Hornepayne
YHO|YHO|||Hopedale|Hopedale
YHP|YHP|||Poplar Hill|Poplar Hill
YHR|YHR|||Chevery|Chevery
YHS|YHS|||Sechelt|Sechelt
YHT|YHT|||Haines Junction|Haines Junction
YHU|YHU|Монреаль|Монреаль|Montreal|Montreal
YHY|YHY|||Hay River|Hay River
YHZ|YHZ|Галифакс|Галифакс|Halifax|Halifax
YIB|YIB|||Atikokan|Atikokan
YIF|YIF|||Pakuashipi|Pakuashipi
YIG|YIG|||Big Bay Marina|Big Bay Marina
YIH|YIH|Фучэн|Фучэн|Yichang|Yichang
YIK|YIK|||Ivujivik|Ivujivik
YIN|YIN|Иньин|Иньин|Yining|Yining
YIO|YIO|||Pond Inlet|Pond Inlet
YIP|YIP|||Detroit, MI|Detroit, MI
YIV|YIV|||Island Lk/Garden Hill|Island Lk/Garden Hill
YIW|YIW|Иву|Иву|Yiwu|Yiwu
YJF|YJF|||Fort Liard|Fort Liard
